annual_income,credit_limit,balance,missed_payments,arrears_flag,affordability_score,default_flag,loss_given_default,exposure
34386.755652928536,1605.8975694963467,1011.8553466855202,0,0,0.8469673314745059,0,0.46066906653697764,938.543754985265
20257.736115590873,1049.342030805426,355.2670636466488,0,0,0.32226200707521296,0,0.46129431360976336,369.02941227020096
29361.869499263496,6592.379995355892,1773.5623764928118,0,0,0.3559354940693032,0,0.41598097036940784,1828.9929180948864
32472.33474848255,6143.069249090069,842.3588082811559,0,0,0.36709183324555017,0,0.26957159447544643,758.3568069457884
50685.46671462699,6149.846989094428,2516.4219050819192,0,0,0.8208108443171396,0,0.480585524693531,2694.3860745555753
42123.41947482154,5872.44007607021,2521.6307558940985,0,0,0.9127724036318094,0,0.3952781218661478,2602.6997213311747
16843.51813564719,5520.390677524019,823.2590361612134,0,0,0.6502690563522951,0,0.3534513224225741,773.1552596884248
41889.00763273754,4077.439365336312,311.5983505090936,1,0,0.9663772997885403,0,0.28073990207358107,280.6403538414301
33379.012635004205,5317.086226303362,2093.15555936174,0,0,0.7824242009643685,0,0.3703627943453774,2290.875091395519
29876.935996328495,787.7116609098099,242.47426185286844,0,0,0.6509470670721831,0,0.44756497705110243,254.82491805490767
45340.115466090414,5160.983169925885,2935.8199555030997,0,0,0.6892724214821834,1,0.5649292007374077,2856.5828802476813
50371.994269951414,6334.082791526579,894.2224890587227,1,0,0.879627322597134,0,0.3212270420308526,882.2020700314009
49175.36142939438,4252.687702882926,2775.0091906092584,2,1,0.2721445659367153,0,0.6445377167913832,2796.57684608189
27929.389721328338,3181.349963204277,1159.8726026208087,0,0,0.33441398959870783,0,0.3980207848566844,1210.5887056898553
34289.451489785424,2580.7005110073433,934.8012550777174,0,0,0.41303598702006533,0,0.43513138439356686,873.652346465113
41975.16117684277,5321.015376215619,2928.2667300577905,0,0,0.9158206847922419,0,0.5139979364379004,2750.069430153087
49706.54152546831,5696.008989724315,3300.929968445016,1,0,0.9559559768965242,0,0.5718368373361252,3002.703937528239
32249.90914585652,7032.256998969069,1996.525452136482,0,0,0.48493643877492953,0,0.386167424251719,2190.505564263387
35772.092280034194,3067.5056184574305,1400.885470704089,1,0,0.9390857808089945,0,0.5115028523250669,1506.1118586360683
24723.980311927662,6273.292305391891,2001.4786861027997,0,0,0.6374782407737192,0,0.31915422446619074,2022.6775531973094
23645.52051103195,4710.168681420035,773.694168448854,1,0,0.5786189953430074,0,0.3563349796598881,762.9047936997382
47750.30986873037,7121.273680085594,3093.6305306587387,1,0,0.8662117423436799,0,0.45260813171469755,2931.177774922896
54274.88034284988,4458.590812217155,1346.7701467055751,0,0,0.6368667495086797,0,0.4002871018167242,1372.3541459797
37135.87854103599,4382.2237129847545,994.2265119568214,0,0,0.5635858390943046,0,0.42483357833352575,1032.108601783441
50042.39477470429,4834.078110806819,1122.8092566250637,0,0,0.21277080341626775,0,0.39880618040657695,1165.2924904499632
42339.63230057161,6119.865163568258,2805.4450525997127,1,0,0.2103181299231266,0,0.44227415830432665,2528.511793607092
30258.562944738507,7735.178591213457,2692.6089328217013,0,0,0.7020731200995691,0,0.37255349874446597,2801.4112929079415
42336.74726610097,1051.7251566182424,309.7950171122879,0,0,0.25873354467753296,0,0.3058983051157141,332.4951138563345
56456.43879759163,900.7595179326287,247.77012950982999,0,0,0.7895562469890105,0,0.39179473313434204,228.6877009387631
37570.08753068058,7531.627530555039,1077.7076408496532,0,0,0.6978731706336014,0,0.3635879758392213,1132.7519923391367
56775.72386976807,4474.067191386546,2360.5420302166585,1,0,0.5661836261697235,0,0.5381455370049065,2513.1456869242706
12000.0,5111.772609252021,1749.3788561384797,0,0,0.7678429144893493,0,0.3878586404702667,1671.065947101788
47862.830052502686,4118.177011960466,1713.15423049903,0,0,0.9944570755755588,0,0.487233519802367,1785.8283544847982
39044.56481885805,1202.4308945560588,487.0845146121966,0,0,0.39708541890601634,1,0.4831112967866883,447.80162322422206
34411.91179440959,6260.670338139999,4078.5335222529816,0,0,0.6456445601178085,0,0.5817919521534217,4200.246858611991
39101.12931842603,6104.184838164401,2167.65257293923,0,0,0.8742847249657513,0,0.4118988800325942,2172.1306617837863
14149.173024789285,2837.7749111960898,624.0300257475532,2,1,0.2134999236318077,0,0.4471444075103756,667.6936746401376
35363.93734594986,2796.7943392130032,1034.169264242195,0,0,0.3628066629620098,0,0.4377977194989462,1024.2345400760885
42285.350858140955,6783.810356791389,502.1463578859949,1,0,0.6167669249279117,0,0.3106007913574596,494.9250743201617
55734.7285368982,1042.6794330599496,324.819991938773,1,0,0.6417968199460004,0,0.37120321275038853,353.0003898368458
31780.757380716233,7108.288612674244,3276.1980571639383,0,0,0.26906661124188624,0,0.4429317570783198,3560.746834491923
28298.07676528175,2424.962674219358,521.0601746122031,0,0,0.5259436205331302,0,0.35745323996956985,472.67573892333525
31978.91547698556,4947.385608166204,3083.642803910993,1,0,0.6158278063889449,0,0.5057376813762604,3074.740359568661
48984.82541242489,7519.956342513333,1167.6241067145666,0,0,0.5383805590482758,0,0.2995372590829991,1088.4492911849748
41945.013315916214,5585.918761524848,2535.656572887056,0,0,0.7604770046430347,0,0.3838772429249476,2420.895909562994
31642.877554795534,3608.2235935027743,1032.5429755890952,2,1,0.8170911109154939,0,0.4384109559086211,1066.8523843038467
44159.20919736027,5671.506566790614,4021.5547202190505,1,0,0.5682092954054216,0,0.598863955293757,3723.3869036137726
39164.93059217648,3079.8472723727764,1088.927894357549,0,0,0.5405277822704906,0,0.4493866396183225,982.489655856048
49623.73988639467,2579.438122618896,458.36422058049715,1,0,0.7642909366288984,0,0.32839455612139984,479.1852908637093
29575.36287347177,7975.1245845100975,4413.814678598132,0,0,0.644241887109698,0,0.5306825995162923,4538.5881756296985
34068.05424082678,6130.926733848408,2661.5947268892473,0,0,0.8963515572911751,0,0.35610738630993893,2875.9405540950715
33294.702162414105,5335.399830363633,2822.3077971128378,0,0,0.5849169211317384,0,0.5051624805420046,2846.1902340583083
20437.820622414576,3164.672324144891,1583.385098912233,0,0,0.6594619805377302,0,0.41678009914767833,1724.4110951254042
41553.44332477491,868.7062186628611,222.27494484162423,0,0,0.30304416251256666,0,0.3315433316507552,227.13446911077088
41132.66326615867,732.9265702636671,574.189125946313,0,0,0.8687977934759485,0,0.6285085920556104,561.229719334898
38061.36147970953,4656.359415865991,2682.135511807692,1,0,0.5378337053470421,0,0.5419708646245385,2740.3183829496284
35184.95439949824,6215.245407792883,3379.443090265259,0,0,0.7752506342314573,1,0.41846805745156446,3547.861198680244
21015.55109539503,4530.3439283289135,1496.695131711759,0,0,0.5435861992649047,0,0.3319686876812886,1451.0582487937331
32952.25612681569,6805.888039543359,1023.2284695642016,1,0,0.2008097837895405,0,0.29082090031561925,997.1412468596386
33887.425801678764,750.6989981991622,73.81863305136538,0,0,0.5203282002131218,0,0.2225775857716844,75.7369917490136
28372.672769340574,3250.6405731945506,479.46290426020414,0,0,0.3180017560628528,0,0.29981990628352395,475.20450232263454
36064.57146000789,2278.0279338063356,554.3875416235016,0,0,0.5188920634413337,0,0.39418003524153744,557.3782635126639
42848.61028177446,3854.5472611784153,1113.126873861723,0,0,0.4570751521821279,0,0.317869954182698,1220.4504779638514
60634.23081452637,1042.8229489559185,261.1524035268025,0,0,0.3620379029404811,0,0.44320082601342625,237.32354893333772
40094.93375398207,7655.987311783044,4336.307188596344,0,0,0.29901767773301935,0,0.49444985402983005,4464.575478739915
41090.60468867317,2174.415508020207,964.1550592574769,0,0,0.7828489777995249,0,0.4644216235081739,1045.700491439874
37106.649010805995,7417.308316126886,4717.9998195624885,0,0,0.8038882418397351,0,0.4951031354670992,4469.088912276016
14974.7454164115,3694.1986627751135,1026.424793485468,2,1,0.411998004173726,0,0.5166873249758428,967.308390078322
37681.8334946094,7891.430999414135,3315.304276853573,0,0,0.596152179773455,1,0.448405550219053,3224.463653946576
38722.762519292315,4655.43787595158,3009.455263371558,0,0,0.5712567579681849,0,0.5510775533604618,2753.096942792257
67558.90534982344,7481.246481318556,4791.704278727398,0,0,0.48419805684560147,1,0.553693858398428,4849.477659013854
35691.66842262653,540.1174152066714,27.643439570544572,1,0,0.4221097454374039,0,0.2212945933360873,28.447636312852165
41618.56810800335,6111.7910463567505,1249.421502468505,2,1,0.348825394145355,0,0.45841516618382067,1329.356194099519
37583.45876353708,7272.879898268866,635.7528725098242,0,0,0.8983140960549143,0,0.3175079895257671,580.5919141778818
23975.863548565616,1547.9042523421556,593.4520733990101,0,0,0.8666499901258755,0,0.3612955535423561,585.8778421262996
51713.87377418025,1220.9438879911363,584.2391082687293,0,0,0.5337435281893732,1,0.45455249429248673,617.4480580093783
47023.19639224129,3684.294553894667,984.5199085866522,1,0,0.7769610052220406,0,0.35794853681225364,1037.3496138693406
47492.383364516565,7502.591795997014,3946.1961098848706,0,0,0.598665665919375,0,0.48838619432792696,3609.6965166029045
27087.350542463133,4567.89920142829,1332.019953661164,2,1,0.2683066122341827,0,0.5100869514604288,1201.8537888526791
54833.53173123319,4455.923477912991,890.817842054911,1,0,0.8579124067544408,0,0.3726883056193702,941.296523931059
21177.78724649263,1558.445887244914,523.333369652652,1,0,0.37541723521127884,0,0.3971191324366353,485.44169285674536
45042.285125603245,505.9213331991409,60.27561584224828,1,0,0.7654540085825146,0,0.34184783249714024,61.21337862380879
64285.46750971975,6576.050680590959,3318.9981494394688,0,0,0.6219183719321327,0,0.42202077913252567,3049.6589071870258
26113.56409843174,1156.8092223967867,777.6251115059961,0,0,0.7524319758516,1,0.5629522821622082,745.8219760772482
31204.42724476674,5253.87364051493,2859.175496449927,0,0,0.5769624445791701,0,0.41432761268141677,2663.62921166745
39195.81638105169,7359.623408863936,3571.1573234235775,0,0,0.7620489187815893,0,0.4484360822636313,3739.997619592123
31958.29215060561,2064.8893486882325,1030.4583586006638,1,0,0.226250042356069,0,0.493836575723721,1066.0554225772426
19392.03882720641,5489.546271776831,1668.407748208557,1,0,0.23268235128072964,0,0.41533178731754583,1546.715915827211
38822.75569767233,1090.239325306321,530.6848459807645,2,1,0.9170719721724079,0,0.5807970025190873,483.91350450304674
25252.355435286743,5028.163578782097,1255.1880440929144,1,0,0.7997552127772458,0,0.425296624594077,1246.736925995496
43683.10916762218,1729.4879071490207,51.72988289225286,1,0,0.8627740159063217,0,0.26780227277997254,48.58002910501055
26966.90918919436,6019.651703863835,1876.046305735872,0,0,0.5652683095370513,0,0.3220677123077641,1691.4966428129028
56599.21286021048,2759.2347109543116,722.1826886066324,0,0,0.567717489506302,0,0.2768321244914327,688.1350595030947
28600.960491965154,3975.432566034847,1397.650897082699,0,0,0.6272032284408584,0,0.36852460031522505,1318.052911020953
34135.261805531896,4995.729065207162,2017.842051745206,0,0,0.3949296374078804,0,0.39182450829346827,2092.4857617304237
47762.20660843604,1784.5505799967968,452.4714377134132,1,0,0.786801998790849,0,0.3655989212579138,485.127484919656
23229.628202792537,6062.283639632156,1864.440722661994,0,0,0.8635635227204486,0,0.3663422912357658,1766.6093848471542
40729.51921524955,2769.802554776109,606.2348166811792,0,0,0.9257792741243169,0,0.31042126079687965,572.6551987871978
53685.71305138914,5467.788949345651,2219.7641132710282,0,0,0.6136270787003989,0,0.4093746070621733,2169.9376626388334
18710.20118526527,1687.1228802453024,813.4073290842244,0,0,0.5316612045818735,0,0.4534355426870238,760.1385250077788
40215.60630238765,5660.882444047627,2794.457792131483,0,0,0.8647465954759699,0,0.43870823222020106,3044.1789462108004
41118.59353098108,1461.410546078463,276.16214408237306,0,0,0.8021326240514999,0,0.33659406981267764,261.99649193624265
47381.87446132772,3690.173722024877,480.077409705913,0,0,0.8938185757673542,0,0.34643971192830986,441.0307085517048
23156.59146946302,2354.045553041576,657.090060531856,0,0,0.7245848459619271,0,0.34966029163583834,664.5662730602058
22154.520642988682,6112.8143707113695,2111.2410510778823,1,0,0.9066506427782934,0,0.40873588848203846,2127.1258371525378
44263.298787402775,2465.262533801559,935.2099077833763,0,0,0.27123333283625706,0,0.5035003703410341,959.883395974789
41563.816078798234,7112.879797965472,1947.9205967864948,0,0,0.7436492621483968,0,0.3830391520074688,2129.740504718748
41005.91420415052,7188.651585549596,1265.2639878778418,0,0,0.2710360707897775,0,0.3728191244040241,1220.5969261168566
42157.37851396371,1973.309864170894,718.3470846743716,0,0,0.7991261146348116,0,0.39491153471897644,698.171786226863
29839.70334105811,5103.844587557932,1600.0277691486558,0,0,0.702755096106352,0,0.43783390713397746,1547.8798066306717
40787.044365932044,1157.8823128997324,554.4450671220029,1,0,0.21279361726526125,0,0.4333337190333742,568.7086832881989
41516.869679584175,3436.528247012219,2763.5726748642737,0,0,0.6794087888587557,0,0.6359445479603982,2821.0931453304324
29427.782983683588,5849.912971259542,1082.7323431503942,0,0,0.3170238468469391,0,0.3763765821969626,1088.970410855207
60389.29413373708,5445.674351374372,1380.8833567675013,0,0,0.3139291358232559,0,0.4257938664353251,1343.413351860224
43685.99505094145,5185.25502054956,2463.945590328724,0,0,0.32037040932529426,0,0.4688577943916538,2428.2921265684004
23704.358033568216,2619.0564774683266,741.6146297809688,0,0,0.587058881797474,0,0.36662360798440496,785.0001537596781
45878.64330360596,3335.187120758015,619.4130302438447,1,0,0.29241620322550005,0,0.2782595512284946,632.9467993205412
26303.819957272142,1272.0960852521464,249.03252605722247,0,0,0.30052459876218224,0,0.3351532869970184,259.80606430393846
47445.015244909424,5892.671153252008,892.3109229996658,1,0,0.4049343889071012,0,0.3503108471270071,852.4656215834483
51903.14694808885,4279.165975934551,1544.802167325602,0,0,0.20068657906220821,1,0.4403731882678792,1671.936942849708
28151.812179779474,5815.74224259241,2285.0822513669214,0,0,0.420631813565893,1,0.42603193125899114,2072.643968594572
49560.513550931864,2367.076435976546,1092.2837458350475,0,0,0.6947262134416263,0,0.47247599133686574,1113.189376199833
42953.37112323798,2933.286714762997,1181.9225234046846,1,0,0.6812564484762924,0,0.4981602927694858,1255.7572357173867
47864.72191993388,3006.6150294508598,1774.3216590724362,0,0,0.975626918531717,0,0.5428091814174403,1904.303311302815
60761.51579184737,693.0680731041215,125.16693415577146,0,0,0.2957040631838219,0,0.3219073673418015,120.6497028390693
35055.342607965555,3057.8590462296766,733.8110449257782,0,0,0.8924570651724635,0,0.35788012371854955,727.9039926450308
28955.166027710125,6524.784301385252,2048.989549606692,0,0,0.5129518079172708,1,0.4183390452591137,1858.3880995101174
27325.82684449372,7229.738718123039,2735.2544758905483,0,0,0.5096290303693165,0,0.44402564057142857,2893.770904919571
28210.276580414742,4386.637367269455,3105.10727824892,1,0,0.47904870689947493,0,0.6588201197556187,2871.958427659114
37074.77948703075,3916.2627141441517,1344.533186370452,0,0,0.2997892251543668,0,0.47052141885335347,1325.19380440312
42093.82369779973,731.1846402452769,394.36568325331757,0,0,0.5828040296791579,0,0.45170581349100897,433.077329368036
41320.28959196023,7094.03253189037,2132.525785821236,0,0,0.8299023754776111,0,0.35926005277683026,2310.6928728785447
47926.19898843228,597.5766006940454,207.81154140853187,1,0,0.9003459257181585,0,0.45762162210922236,200.7469284148985
38156.02270253489,7585.625601576588,2908.102815713357,1,0,0.9702874065018903,0,0.3914455710768358,2747.506095527037
55442.4089258878,4169.12186516068,2562.638183142576,1,0,0.828233988560362,0,0.5333428561251549,2435.373715045261
34824.118001144525,3064.5087018104496,1518.0718019295607,0,0,0.6984733645238151,0,0.5378957300346109,1574.175381010692
70642.02999907543,7431.63826131995,2259.745198046882,1,0,0.5980270237647978,0,0.3993156248187547,2361.79406101653
45508.008173180075,682.9324483257255,293.8331139249712,0,0,0.8999178012811166,0,0.48293006788092846,277.17236968792713
27714.10932300461,4860.686711518153,1754.4554681041166,0,0,0.7916108854865282,0,0.4212825452625278,1663.2202607848635
25149.29002326665,4616.993933745032,1198.7848120550807,0,0,0.32900654077721136,0,0.3640010232780415,1156.4411150309127
43789.66898291822,2144.9030090853657,536.6761890447099,0,0,0.7460403942369653,0,0.28894528314540463,529.5038314608383
35318.44657608979,3716.655735126579,1056.8589840032944,0,0,0.5448308783440095,0,0.38824085780345835,1145.1005545986636
46568.0059291051,5391.980044578277,1941.5764401950623,0,0,0.6766397419374518,0,0.3908374274059717,1757.712197310654
43678.85149488254,5953.483976614456,2191.1607906706213,0,0,0.9186824670539433,0,0.46933255597015794,2251.723328827421
37126.05304811753,505.37644029934836,66.05993116234178,0,0,0.7220564389871234,0,0.20780598822339774,70.83867487261907
27838.47538317914,7526.400725682614,3914.213796710059,0,0,0.9509794281410242,0,0.4637311400265114,4089.0723737967023
19821.833303769625,1733.940292946093,738.6240209157833,1,0,0.8930957402112607,0,0.49723484387034733,696.7798060292607
32641.820575195747,2251.853256667694,500.30482468773454,0,0,0.3031210009307582,0,0.4282240783559399,497.97807248449993
48276.785531881666,2476.0508427038617,852.9896012433005,1,0,0.20932153102316314,0,0.4511330567207942,922.9826146714261
40569.124929562444,783.6510241402648,218.5867110189858,0,0,0.5075291269191051,0,0.40229307754350896,201.78689994929223
23051.134655456146,1422.8909269274368,897.3875225644996,0,0,0.8922639906869674,0,0.4648418647097702,984.8848129968246
40078.171110214185,7897.624422081215,1130.365092213354,0,0,0.38410079416813503,0,0.2720294015960445,1049.7980210370235
42623.808556746044,2864.1255303296452,1175.3192736995295,0,0,0.7531199375195967,0,0.4718166762400465,1091.2645630943753
27393.710765586402,1364.75817754287,621.0789058349135,0,0,0.5807962953784085,0,0.4031978130645787,659.9409703885125
39844.701271346334,1302.4344588096749,703.0764535464305,1,0,0.7968622083432535,0,0.4835342279142145,749.2469946697678
38698.504621351996,5895.949757524789,534.0892468453803,1,0,0.33198150318236574,0,0.27830946299448045,484.7307114488569
24284.356426032522,6909.264980244807,3664.0004195445185,0,0,0.39127283118671063,0,0.5054111495347436,3420.9345933339478
42293.4483241794,2427.142246313524,844.4936312517206,0,0,0.3940195755973334,1,0.4333909478383387,920.24938064428
44729.41431641881,656.8213425142623,97.62624795663339,0,0,0.6387726508065685,0,0.2153358703837226,93.31790919026571
50996.614918103325,2173.175138340169,522.5637088096473,1,0,0.4316995662440215,0,0.3696031501582168,471.58653889373164
50645.62462441884,923.8676809756801,348.1122747291457,0,0,0.8493778982677507,0,0.392335921148134,330.9880819552993
21467.967584514907,1275.4620247253115,530.2064143589917,0,0,0.47743537528333563,0,0.45930977775299897,555.1719853883839
26746.09952101853,3736.3108988573176,1333.2253176305187,0,0,0.72868091903231,0,0.3394032456896027,1444.270555377854
44180.42320650392,2224.3877814622447,1040.9571591206332,1,0,0.9588015088774442,0,0.5012228229913435,969.1637148441287
44165.431410946505,4369.594088940676,1810.7869472413277,1,0,0.6855389741446567,0,0.40791816558430005,1710.9813756708052
44180.572235672575,2401.2031494289276,1494.1088608979962,0,0,0.39372281777107426,1,0.5145271410025924,1476.63714160002
84232.77788785665,7554.029758272108,2603.324442674228,0,0,0.8643653385083818,0,0.4703119453315516,2732.6067593099956
44850.686128318004,7294.579759446984,4299.596886980923,0,0,0.21003401655746715,0,0.5097838599586603,4436.0635313798475
51626.78768216719,4751.045787578495,938.1034327141034,0,0,0.4052297291448338,0,0.37837059463027106,905.7451647768736
49448.02116191843,3158.179939905396,743.5030414627985,3,1,0.5099923908382272,0,0.4549619282799528,679.0192931873058
45816.695015669575,3358.6016152605166,838.0813023295169,0,0,0.3567830890942958,0,0.4288887618644048,796.6734897215449
34216.76906431585,3588.892123583727,2095.7684168666897,1,0,0.6832144740312087,0,0.5263749269507585,1978.2223814841457
47107.63064591921,5956.84491601208,970.4831834715586,0,0,0.6464004935522014,0,0.34398441982339206,877.5213297268455
28726.09742554914,3887.2924663912845,1249.5665487751953,0,0,0.5251972547510158,0,0.4018573969136866,1368.2853615786285
35158.176719119896,6925.474598794231,213.57986214238008,1,0,0.4355035573235161,0,0.25203198257208725,203.13031922002216
32175.63742605076,7580.710894477734,2494.5293456142617,0,0,0.5471257946896176,0,0.43308234960699094,2662.4286558581125
38982.48967263587,3019.596150342004,779.9058257195991,1,0,0.4329618053701883,0,0.336333684518506,777.5445212821311
65775.90280008211,4705.208610317601,309.8765001899441,0,0,0.3770068066226818,0,0.30877916872136235,339.1468615543938
15592.817688899024,1212.9240262442331,546.748666402698,0,0,0.48101610584747717,0,0.4912915400366794,508.42739364997277
46235.122284494166,2003.5178582476924,966.3808489990627,0,0,0.681868465560632,0,0.48852405426443307,891.1332487451924
18647.409545724182,3600.9932503262007,1342.5752891463142,0,0,0.7187126853752506,0,0.3801057695754013,1208.9790925436128
32336.8176105268,2046.5203692633413,264.99497360212416,0,0,0.43787772885090076,0,0.326168823934139,276.5724497180178
51067.4071636084,7074.2036809153815,3234.6101662726996,0,0,0.9579184290636646,0,0.49769553374713793,3109.350709211271
38771.36022914555,1687.1469204432356,683.4271779200349,0,0,0.40956738393408315,0,0.3816052277029583,734.0493052580324
25067.062664848327,3917.4561616481897,1146.250088609449,1,0,0.7697056881426374,0,0.32064955734075207,1176.9248533354457
29416.35548888038,5042.744303449067,2756.361657725371,1,0,0.2651840455184,0,0.5297887709292491,2799.047715537661
46155.17298721611,5688.9793112063335,1426.9465509261274,0,0,0.7318756368787043,0,0.33700780109906037,1423.2055356351232
29235.60041939436,3373.0202729488005,947.9200276200961,0,0,0.5679589989271082,0,0.4063225451248701,902.0736186139346
40597.503074983695,7018.243015435464,2877.9559708062857,0,0,0.6552862757147163,0,0.5029766006494059,2627.394522681476
38546.86207884576,4762.393633084442,2042.1178571686517,1,0,0.3472581276110923,0,0.38409094270074956,2019.0696894257817
30180.795828730195,3796.3083533566382,1331.0951873280765,1,0,0.5468511748637048,0,0.3454234392118528,1224.3732069407133
63727.32907190391,1004.3047553902746,541.9460776022162,1,0,0.813022285245723,0,0.524928057167891,585.9229567222552
45607.02826781613,3985.171013338738,342.42707069201407,0,0,0.8136678662412662,0,0.34116362135507394,364.98131175370213
13698.288960108715,6655.518806117977,4931.607227743693,0,0,0.39004476898527685,0,0.6520151688401529,5049.7303558984995
40237.45177723313,5109.057636659866,3741.1182926799333,0,0,0.48207942009042326,0,0.6117784731338157,3705.5325457511685
30058.562422779345,6741.218402968388,3136.4962654271253,0,0,0.2030508443136812,1,0.4540055715398128,3107.7630752916316
48229.200017554685,4205.087529494793,1782.9233567113542,0,0,0.2719697394705408,0,0.4446316087266914,1770.2699771095663
28489.751138807595,1388.4627882086138,433.75460209266083,0,0,0.3013842821190039,0,0.404030321845356,455.04875489367635
36623.16270239721,602.2988437691081,108.09967458022064,0,0,0.43492106071672004,0,0.3981116978917251,100.01825238754806
44059.847347765484,2774.146600389434,1484.6766173662932,1,0,0.8072123893939736,0,0.5025517117064283,1493.9694407596392
48389.06233004146,5734.928536233444,1214.8503970730637,0,0,0.6082001057247896,1,0.3177362088946329,1290.8190406152808
